ID,Name,Mark
16304,Student_16304,3.54
16305,Student_16305,6.38
16306,Student_16306,1.00
16307,Student_16307,2.17
16308,Student_16308,3.90
16309,Student_16309,1.97
16310,Student_16310,1.19
16311,Student_16311,8.87
16312,Student_16312,3.71
16313,Student_16313,1.19
16314,Student_16314,7.06
16315,Student_16315,1.33
16316,Student_16316,5.76
16317,Student_16317,2.22
16318,Student_16318,0.43
16319,Student_16319,9.42
16320,Student_16320,6.55
16321,Student_16321,3.51
16322,Student_16322,6.77
16323,Student_16323,9.01
16324,Student_16324,1.31
16325,Student_16325,8.57
16326,Student_16326,8.01
16327,Student_16327,2.60
16328,Student_16328,0.02
16329,Student_16329,6.47
16330,Student_16330,4.40
16331,Student_16331,3.72
16332,Student_16332,3.33
16333,Student_16333,2.54
16334,Student_16334,9.43
16335,Student_16335,1.36
16336,Student_16336,3.99
16337,Student_16337,9.57
16338,Student_16338,8.97
16339,Student_16339,8.48
16340,Student_16340,3.79
16341,Student_16341,8.48
16342,Student_16342,3.71
16343,Student_16343,5.97
16344,Student_16344,3.13
16345,Student_16345,4.52
16346,Student_16346,7.88
16347,Student_16347,2.93
16348,Student_16348,4.75
16349,Student_16349,9.26
16350,Student_16350,5.97
16351,Student_16351,2.60
16352,Student_16352,4.65
16353,Student_16353,7.49
16354,Student_16354,4.19
16355,Student_16355,7.98
16356,Student_16356,4.82
16357,Student_16357,7.93
16358,Student_16358,5.20
16359,Student_16359,0.77
16360,Student_16360,8.11
16361,Student_16361,8.83
16362,Student_16362,1.68
16363,Student_16363,2.63
16364,Student_16364,8.17
16365,Student_16365,7.03
16366,Student_16366,7.37
16367,Student_16367,9.13
16368,Student_16368,3.53
16369,Student_16369,6.70
16370,Student_16370,9.93
16371,Student_16371,9.81
16372,Student_16372,7.84
16373,Student_16373,2.53
16374,Student_16374,9.85
16375,Student_16375,2.78
16376,Student_16376,7.82
16377,Student_16377,9.12
16378,Student_16378,6.37
16379,Student_16379,1.01
16380,Student_16380,9.67
16381,Student_16381,2.31
16382,Student_16382,9.35
16383,Student_16383,9.72
16384,Student_16384,6.43
16385,Student_16385,9.37
16386,Student_16386,3.44
16387,Student_16387,7.49
16388,Student_16388,5.95
16389,Student_16389,0.27
16390,Student_16390,3.86
16391,Student_16391,8.24
16392,Student_16392,9.02
16393,Student_16393,3.80
16394,Student_16394,6.80
16395,Student_16395,9.10
16396,Student_16396,0.19
16397,Student_16397,5.89
16398,Student_16398,9.26
16399,Student_16399,1.94
16400,Student_16400,3.11
16401,Student_16401,7.01
16402,Student_16402,4.81
16403,Student_16403,0.64
16404,Student_16404,6.05
16405,Student_16405,5.36
16406,Student_16406,2.10
16407,Student_16407,4.21
16408,Student_16408,9.54
16409,Student_16409,8.94
16410,Student_16410,0.61
16411,Student_16411,9.51
16412,Student_16412,3.28
16413,Student_16413,5.21
16414,Student_16414,3.53
16415,Student_16415,9.25
16416,Student_16416,6.98
16417,Student_16417,0.29
16418,Student_16418,5.21
16419,Student_16419,7.75
16420,Student_16420,3.42
16421,Student_16421,1.33
16422,Student_16422,3.38
16423,Student_16423,2.65
16424,Student_16424,0.64
16425,Student_16425,7.69
16426,Student_16426,4.57
16427,Student_16427,6.27
16428,Student_16428,6.21
16429,Student_16429,6.06
16430,Student_16430,9.85
16431,Student_16431,0.32
16432,Student_16432,1.87
16433,Student_16433,7.37
16434,Student_16434,3.65
16435,Student_16435,8.87
16436,Student_16436,5.40
16437,Student_16437,4.50
16438,Student_16438,7.63
16439,Student_16439,1.01
16440,Student_16440,1.42
16441,Student_16441,7.05
16442,Student_16442,8.16
16443,Student_16443,8.98
16444,Student_16444,9.09
16445,Student_16445,6.04
16446,Student_16446,6.57
16447,Student_16447,4.49
16448,Student_16448,8.81
16449,Student_16449,8.67
16450,Student_16450,7.93
16451,Student_16451,2.60
16452,Student_16452,5.47
16453,Student_16453,1.16
16454,Student_16454,3.84
16455,Student_16455,4.05
16456,Student_16456,4.39
16457,Student_16457,0.77
16458,Student_16458,6.55
16459,Student_16459,6.79
16460,Student_16460,9.66
16461,Student_16461,4.51
16462,Student_16462,4.58
16463,Student_16463,9.53
16464,Student_16464,8.44
16465,Student_16465,8.43
16466,Student_16466,8.33
16467,Student_16467,4.19
16468,Student_16468,1.06
16469,Student_16469,4.44
16470,Student_16470,0.30
16471,Student_16471,4.71
16472,Student_16472,4.15
16473,Student_16473,0.15
16474,Student_16474,7.58
16475,Student_16475,0.58
16476,Student_16476,3.35
16477,Student_16477,6.07
16478,Student_16478,9.36
16479,Student_16479,0.52
16480,Student_16480,6.95
16481,Student_16481,5.78
16482,Student_16482,4.58
16483,Student_16483,4.36
16484,Student_16484,1.56
16485,Student_16485,9.50
16486,Student_16486,1.06
16487,Student_16487,3.98
16488,Student_16488,3.29
16489,Student_16489,6.85
16490,Student_16490,9.69
16491,Student_16491,3.80
16492,Student_16492,1.19
16493,Student_16493,7.61
16494,Student_16494,3.45
16495,Student_16495,1.29
16496,Student_16496,6.10
16497,Student_16497,0.88
16498,Student_16498,9.68
16499,Student_16499,0.55
16500,Student_16500,4.83
16501,Student_16501,7.82
16502,Student_16502,4.98
16503,Student_16503,2.17
16504,Student_16504,2.30
16505,Student_16505,4.25
16506,Student_16506,0.48
16507,Student_16507,5.33
16508,Student_16508,0.38
16509,Student_16509,0.77
16510,Student_16510,1.90
16511,Student_16511,1.92
16512,Student_16512,0.43
16513,Student_16513,3.83
16514,Student_16514,6.24
16515,Student_16515,5.20
16516,Student_16516,3.66
16517,Student_16517,4.20
16518,Student_16518,6.49
16519,Student_16519,6.86
16520,Student_16520,2.80
16521,Student_16521,6.49
16522,Student_16522,7.95
16523,Student_16523,9.80
16524,Student_16524,4.92
16525,Student_16525,4.93
16526,Student_16526,6.08
16527,Student_16527,8.91
16528,Student_16528,6.91
16529,Student_16529,6.70
16530,Student_16530,3.72
16531,Student_16531,7.78
16532,Student_16532,5.55
16533,Student_16533,2.40
16534,Student_16534,9.26
16535,Student_16535,4.88
16536,Student_16536,5.80
16537,Student_16537,6.79
16538,Student_16538,8.97
16539,Student_16539,3.77
16540,Student_16540,6.15
16541,Student_16541,7.65
16542,Student_16542,3.33
16543,Student_16543,6.57
16544,Student_16544,5.33
16545,Student_16545,1.65
16546,Student_16546,7.37
16547,Student_16547,0.19
16548,Student_16548,2.10
16549,Student_16549,7.87
16550,Student_16550,6.98
16551,Student_16551,8.48
16552,Student_16552,9.27
16553,Student_16553,9.13
16554,Student_16554,2.00
16555,Student_16555,8.28
16556,Student_16556,5.64
16557,Student_16557,2.44
16558,Student_16558,2.86
16559,Student_16559,0.99
16560,Student_16560,9.77
16561,Student_16561,0.41
16562,Student_16562,2.23
16563,Student_16563,7.24
16564,Student_16564,6.62
16565,Student_16565,8.62
16566,Student_16566,7.53
16567,Student_16567,8.08
16568,Student_16568,1.71
16569,Student_16569,9.96
16570,Student_16570,3.76
16571,Student_16571,0.93
16572,Student_16572,5.24
16573,Student_16573,6.08
16574,Student_16574,0.46
16575,Student_16575,0.46
16576,Student_16576,4.15
16577,Student_16577,2.90
16578,Student_16578,7.91
16579,Student_16579,6.85
16580,Student_16580,1.00
16581,Student_16581,7.66
16582,Student_16582,9.48
16583,Student_16583,6.85
16584,Student_16584,1.16
16585,Student_16585,8.91
16586,Student_16586,1.81
16587,Student_16587,3.31
16588,Student_16588,1.76
16589,Student_16589,0.14
16590,Student_16590,7.23
16591,Student_16591,8.49
16592,Student_16592,7.47
16593,Student_16593,5.49
16594,Student_16594,2.61
16595,Student_16595,6.62
16596,Student_16596,5.60
16597,Student_16597,2.90
16598,Student_16598,2.50
16599,Student_16599,4.46
16600,Student_16600,1.11
16601,Student_16601,0.30
16602,Student_16602,7.64
16603,Student_16603,1.70
16604,Student_16604,6.07
16605,Student_16605,4.00
16606,Student_16606,0.08
16607,Student_16607,8.36
16608,Student_16608,6.68
16609,Student_16609,1.72
16610,Student_16610,7.07
16611,Student_16611,6.43
16612,Student_16612,8.24
16613,Student_16613,3.24
16614,Student_16614,5.52
16615,Student_16615,0.16
16616,Student_16616,7.92
16617,Student_16617,9.31
16618,Student_16618,7.37
16619,Student_16619,1.94
16620,Student_16620,9.11
16621,Student_16621,9.07
16622,Student_16622,4.12
16623,Student_16623,0.36
16624,Student_16624,7.64
16625,Student_16625,0.68
16626,Student_16626,1.89
16627,Student_16627,8.82
16628,Student_16628,0.85
16629,Student_16629,1.51
16630,Student_16630,9.04
16631,Student_16631,7.70
16632,Student_16632,6.20
16633,Student_16633,9.64
16634,Student_16634,9.56
16635,Student_16635,1.50
16636,Student_16636,9.52
16637,Student_16637,6.48
16638,Student_16638,9.76
16639,Student_16639,5.60
16640,Student_16640,7.34
16641,Student_16641,1.09
16642,Student_16642,3.91
16643,Student_16643,1.66
16644,Student_16644,5.06
16645,Student_16645,7.94
16646,Student_16646,0.71
16647,Student_16647,7.07
16648,Student_16648,1.58
16649,Student_16649,1.61
16650,Student_16650,2.34
16651,Student_16651,4.40
16652,Student_16652,0.56
16653,Student_16653,2.79
16654,Student_16654,9.49
16655,Student_16655,2.62
16656,Student_16656,2.67
16657,Student_16657,1.41
16658,Student_16658,0.10
16659,Student_16659,9.94
16660,Student_16660,0.24
16661,Student_16661,0.17
16662,Student_16662,5.43
16663,Student_16663,0.70
16664,Student_16664,2.61
16665,Student_16665,2.32
16666,Student_16666,4.18
16667,Student_16667,7.31
16668,Student_16668,5.80
16669,Student_16669,1.30
16670,Student_16670,2.37
16671,Student_16671,5.69
16672,Student_16672,3.94
16673,Student_16673,8.60
16674,Student_16674,9.69
16675,Student_16675,6.20
16676,Student_16676,0.17
16677,Student_16677,8.01
16678,Student_16678,4.03
16679,Student_16679,4.12
16680,Student_16680,6.00
16681,Student_16681,2.10
16682,Student_16682,5.73
16683,Student_16683,7.23
16684,Student_16684,6.44
16685,Student_16685,8.22
16686,Student_16686,6.04
16687,Student_16687,5.90
16688,Student_16688,3.55
16689,Student_16689,1.28
16690,Student_16690,7.88
16691,Student_16691,1.38
16692,Student_16692,6.99
16693,Student_16693,4.32
16694,Student_16694,6.98
16695,Student_16695,3.53
16696,Student_16696,1.93
16697,Student_16697,3.64
16698,Student_16698,1.91
16699,Student_16699,4.14
16700,Student_16700,4.67
16701,Student_16701,6.38
16702,Student_16702,9.26
16703,Student_16703,9.06
16704,Student_16704,2.85
16705,Student_16705,4.77
16706,Student_16706,6.96
16707,Student_16707,0.66
16708,Student_16708,3.48
16709,Student_16709,5.08
16710,Student_16710,1.99
16711,Student_16711,5.48
16712,Student_16712,8.86
16713,Student_16713,3.11
16714,Student_16714,6.61
16715,Student_16715,4.20
16716,Student_16716,0.82
16717,Student_16717,0.90
16718,Student_16718,0.01
16719,Student_16719,6.48
16720,Student_16720,2.68
16721,Student_16721,8.55
16722,Student_16722,3.25
16723,Student_16723,1.03
16724,Student_16724,7.47
16725,Student_16725,5.00
16726,Student_16726,7.06
16727,Student_16727,6.08
16728,Student_16728,9.35
16729,Student_16729,4.68
16730,Student_16730,4.48
16731,Student_16731,1.67
16732,Student_16732,3.98
16733,Student_16733,4.15
16734,Student_16734,6.92
16735,Student_16735,7.64
16736,Student_16736,5.67
16737,Student_16737,8.99
16738,Student_16738,0.40
16739,Student_16739,0.19
16740,Student_16740,4.32
16741,Student_16741,6.80
16742,Student_16742,2.78
16743,Student_16743,9.82
16744,Student_16744,1.34
16745,Student_16745,2.77
16746,Student_16746,6.79
16747,Student_16747,0.15
16748,Student_16748,8.55
16749,Student_16749,9.74
16750,Student_16750,4.15
16751,Student_16751,5.79
16752,Student_16752,0.64
16753,Student_16753,2.63
16754,Student_16754,2.79
16755,Student_16755,8.53
16756,Student_16756,6.21
16757,Student_16757,5.44
16758,Student_16758,0.49
16759,Student_16759,0.52
16760,Student_16760,1.59
16761,Student_16761,8.35
16762,Student_16762,1.06
16763,Student_16763,6.45
16764,Student_16764,1.55
16765,Student_16765,7.79
16766,Student_16766,2.49
16767,Student_16767,0.53
16768,Student_16768,2.33
16769,Student_16769,7.90
16770,Student_16770,4.44
16771,Student_16771,8.73
16772,Student_16772,9.37
16773,Student_16773,0.57
16774,Student_16774,5.15
16775,Student_16775,9.50
16776,Student_16776,0.46
16777,Student_16777,8.66
16778,Student_16778,6.50
16779,Student_16779,2.61
16780,Student_16780,8.16
16781,Student_16781,6.07
16782,Student_16782,1.82
16783,Student_16783,3.41
16784,Student_16784,1.82
16785,Student_16785,5.68
16786,Student_16786,2.00
16787,Student_16787,9.74
16788,Student_16788,2.85
16789,Student_16789,3.28
16790,Student_16790,4.32
16791,Student_16791,8.41
16792,Student_16792,9.96
16793,Student_16793,1.77
16794,Student_16794,9.76
16795,Student_16795,4.30
16796,Student_16796,5.31
16797,Student_16797,4.44
16798,Student_16798,2.70
16799,Student_16799,5.56
16800,Student_16800,5.64
16801,Student_16801,1.40
16802,Student_16802,2.61
16803,Student_16803,4.79
16804,Student_16804,5.00
16805,Student_16805,5.57
16806,Student_16806,7.32
16807,Student_16807,6.89
16808,Student_16808,9.13
16809,Student_16809,0.16
16810,Student_16810,8.15
16811,Student_16811,6.29
16812,Student_16812,5.62
16813,Student_16813,2.15
16814,Student_16814,7.18
16815,Student_16815,8.49
16816,Student_16816,4.15
16817,Student_16817,4.24
16818,Student_16818,9.85
16819,Student_16819,5.13
16820,Student_16820,6.23
16821,Student_16821,3.53
16822,Student_16822,0.96
16823,Student_16823,7.52
16824,Student_16824,3.66
16825,Student_16825,9.91
16826,Student_16826,9.82
16827,Student_16827,8.10
16828,Student_16828,6.84
16829,Student_16829,0.31
16830,Student_16830,1.60
16831,Student_16831,1.89
16832,Student_16832,2.22
16833,Student_16833,1.11
16834,Student_16834,3.69
16835,Student_16835,3.94
16836,Student_16836,9.29
16837,Student_16837,7.78
16838,Student_16838,0.68
16839,Student_16839,3.04
16840,Student_16840,8.93
16841,Student_16841,4.60
16842,Student_16842,3.03
16843,Student_16843,5.49
16844,Student_16844,3.81
16845,Student_16845,4.18
16846,Student_16846,6.57
16847,Student_16847,4.75
16848,Student_16848,7.59
16849,Student_16849,5.84
16850,Student_16850,2.73
16851,Student_16851,7.48
16852,Student_16852,0.55
16853,Student_16853,7.04
16854,Student_16854,8.78
16855,Student_16855,3.51
16856,Student_16856,8.25
16857,Student_16857,5.52
16858,Student_16858,9.12
16859,Student_16859,6.00
16860,Student_16860,3.17
16861,Student_16861,2.66
16862,Student_16862,1.80
16863,Student_16863,8.56
16864,Student_16864,5.02
16865,Student_16865,6.43
16866,Student_16866,9.58
16867,Student_16867,2.75
16868,Student_16868,8.59
16869,Student_16869,3.33
16870,Student_16870,3.40
16871,Student_16871,3.42
16872,Student_16872,0.56
16873,Student_16873,2.27
16874,Student_16874,6.04
16875,Student_16875,9.23
16876,Student_16876,2.92
16877,Student_16877,4.54
16878,Student_16878,5.99
16879,Student_16879,3.85
16880,Student_16880,6.73
16881,Student_16881,5.69
16882,Student_16882,2.58
16883,Student_16883,3.53
16884,Student_16884,8.58
16885,Student_16885,9.83
16886,Student_16886,4.98
16887,Student_16887,1.15
16888,Student_16888,4.33
16889,Student_16889,0.38
16890,Student_16890,2.34
16891,Student_16891,4.87
16892,Student_16892,1.92
16893,Student_16893,3.78
16894,Student_16894,4.45
16895,Student_16895,3.97
16896,Student_16896,2.11
16897,Student_16897,3.12
16898,Student_16898,9.93
16899,Student_16899,9.47
16900,Student_16900,3.65
16901,Student_16901,4.87
16902,Student_16902,8.91
16903,Student_16903,6.04
16904,Student_16904,6.95
16905,Student_16905,5.10
16906,Student_16906,3.40
16907,Student_16907,4.37
16908,Student_16908,6.60
16909,Student_16909,8.64
16910,Student_16910,9.71
16911,Student_16911,2.26
16912,Student_16912,2.21
16913,Student_16913,8.43
16914,Student_16914,4.23
16915,Student_16915,4.77
16916,Student_16916,6.93
16917,Student_16917,7.93
16918,Student_16918,5.95
16919,Student_16919,0.42
16920,Student_16920,1.36
16921,Student_16921,2.80
16922,Student_16922,4.58
16923,Student_16923,4.19
16924,Student_16924,4.78
16925,Student_16925,1.77
16926,Student_16926,2.75
16927,Student_16927,1.46
16928,Student_16928,7.05
16929,Student_16929,9.45
16930,Student_16930,8.56
16931,Student_16931,6.25
16932,Student_16932,0.28
16933,Student_16933,6.25
16934,Student_16934,4.31
16935,Student_16935,6.72
16936,Student_16936,4.12
16937,Student_16937,4.28
16938,Student_16938,8.44
16939,Student_16939,1.48
16940,Student_16940,8.99
16941,Student_16941,1.04
16942,Student_16942,5.04
16943,Student_16943,6.69
16944,Student_16944,6.19
16945,Student_16945,9.89
16946,Student_16946,7.12
16947,Student_16947,2.38
16948,Student_16948,8.44
16949,Student_16949,2.95
16950,Student_16950,9.91
16951,Student_16951,2.24
16952,Student_16952,1.79
16953,Student_16953,6.44
16954,Student_16954,5.44
16955,Student_16955,5.24
16956,Student_16956,4.25
16957,Student_16957,3.35
16958,Student_16958,4.19
16959,Student_16959,5.73
16960,Student_16960,5.65
16961,Student_16961,4.79
16962,Student_16962,6.59
16963,Student_16963,7.96
16964,Student_16964,9.68
16965,Student_16965,0.19
16966,Student_16966,3.61
16967,Student_16967,6.54
16968,Student_16968,4.73
16969,Student_16969,1.50
16970,Student_16970,0.31
16971,Student_16971,8.64
16972,Student_16972,7.49
16973,Student_16973,6.08
16974,Student_16974,8.21
16975,Student_16975,2.88
16976,Student_16976,6.66
16977,Student_16977,3.88
16978,Student_16978,6.16
16979,Student_16979,1.20
16980,Student_16980,6.59
16981,Student_16981,3.30
16982,Student_16982,7.04
16983,Student_16983,9.01
16984,Student_16984,0.27
16985,Student_16985,5.37
16986,Student_16986,8.67
16987,Student_16987,0.69
16988,Student_16988,8.78
16989,Student_16989,3.50
16990,Student_16990,6.34
16991,Student_16991,5.31
16992,Student_16992,4.17
16993,Student_16993,5.89
16994,Student_16994,7.37
16995,Student_16995,2.62
16996,Student_16996,3.20
16997,Student_16997,4.32
16998,Student_16998,0.85
16999,Student_16999,6.66
17000,Student_17000,9.28
17001,Student_17001,9.14
17002,Student_17002,0.78
17003,Student_17003,7.98
17004,Student_17004,6.45
17005,Student_17005,7.82
17006,Student_17006,6.36
17007,Student_17007,2.95
17008,Student_17008,5.79
17009,Student_17009,9.04
17010,Student_17010,6.91
17011,Student_17011,7.85
17012,Student_17012,6.98
17013,Student_17013,6.09
17014,Student_17014,1.88
17015,Student_17015,4.76
17016,Student_17016,3.12
17017,Student_17017,0.52
17018,Student_17018,2.33
17019,Student_17019,9.47
17020,Student_17020,1.20
17021,Student_17021,7.06
17022,Student_17022,1.33
17023,Student_17023,6.01
17024,Student_17024,3.98
17025,Student_17025,5.57
17026,Student_17026,8.17
17027,Student_17027,8.44
17028,Student_17028,6.84
17029,Student_17029,0.17
17030,Student_17030,8.15
17031,Student_17031,5.18
17032,Student_17032,0.04
17033,Student_17033,4.12
17034,Student_17034,3.97
17035,Student_17035,0.23
17036,Student_17036,6.56
17037,Student_17037,4.55
17038,Student_17038,0.74
17039,Student_17039,6.17
17040,Student_17040,7.18
17041,Student_17041,0.73
17042,Student_17042,0.03
17043,Student_17043,7.95
17044,Student_17044,0.94
17045,Student_17045,4.67
17046,Student_17046,3.21
17047,Student_17047,0.17
17048,Student_17048,2.96
17049,Student_17049,2.30
17050,Student_17050,4.42
17051,Student_17051,2.08
17052,Student_17052,5.42
17053,Student_17053,7.23
17054,Student_17054,3.95
17055,Student_17055,0.32
17056,Student_17056,7.68
17057,Student_17057,9.00
17058,Student_17058,3.55
17059,Student_17059,2.42
17060,Student_17060,0.15
17061,Student_17061,0.50
17062,Student_17062,3.64
17063,Student_17063,1.43
17064,Student_17064,2.70
17065,Student_17065,0.62
17066,Student_17066,4.13
17067,Student_17067,1.97
17068,Student_17068,5.20
17069,Student_17069,2.52
17070,Student_17070,5.96
17071,Student_17071,8.24
17072,Student_17072,7.03
17073,Student_17073,2.95
17074,Student_17074,9.94
17075,Student_17075,7.40
17076,Student_17076,6.13
17077,Student_17077,6.87
17078,Student_17078,6.29
17079,Student_17079,7.20
17080,Student_17080,3.60
17081,Student_17081,4.57
17082,Student_17082,9.02
17083,Student_17083,1.16
17084,Student_17084,6.51
17085,Student_17085,5.95
17086,Student_17086,8.34
17087,Student_17087,7.79
17088,Student_17088,1.63
17089,Student_17089,2.54
17090,Student_17090,5.62
17091,Student_17091,5.65
17092,Student_17092,4.81
17093,Student_17093,9.70
17094,Student_17094,4.17
17095,Student_17095,2.27
17096,Student_17096,0.65
17097,Student_17097,6.56
17098,Student_17098,6.45
17099,Student_17099,0.84
17100,Student_17100,2.50
17101,Student_17101,4.26
17102,Student_17102,0.41
17103,Student_17103,4.08
17104,Student_17104,4.34
17105,Student_17105,5.28
17106,Student_17106,2.75
17107,Student_17107,2.82
17108,Student_17108,9.27
17109,Student_17109,8.82
17110,Student_17110,2.39
17111,Student_17111,8.49
17112,Student_17112,10.00
17113,Student_17113,4.91
17114,Student_17114,7.97
17115,Student_17115,2.50
17116,Student_17116,9.10
17117,Student_17117,1.28
17118,Student_17118,8.40
17119,Student_17119,1.39
17120,Student_17120,9.94
17121,Student_17121,0.05
17122,Student_17122,5.93
17123,Student_17123,0.09
17124,Student_17124,7.76
17125,Student_17125,2.38
17126,Student_17126,8.08
17127,Student_17127,5.83
17128,Student_17128,6.99
17129,Student_17129,8.85
17130,Student_17130,5.83
17131,Student_17131,3.52
17132,Student_17132,8.24
17133,Student_17133,6.20
17134,Student_17134,2.82
17135,Student_17135,8.99
17136,Student_17136,4.95
17137,Student_17137,9.91
17138,Student_17138,8.49
17139,Student_17139,6.05
17140,Student_17140,5.91
17141,Student_17141,9.58
17142,Student_17142,0.86
17143,Student_17143,6.51
17144,Student_17144,8.57
17145,Student_17145,6.15
17146,Student_17146,3.02
17147,Student_17147,1.32
17148,Student_17148,9.08
17149,Student_17149,6.60
17150,Student_17150,6.72
17151,Student_17151,4.86
17152,Student_17152,4.92
17153,Student_17153,1.84
17154,Student_17154,4.19
17155,Student_17155,2.01
17156,Student_17156,3.87
17157,Student_17157,5.10
17158,Student_17158,2.67
17159,Student_17159,7.30
17160,Student_17160,9.28
17161,Student_17161,2.49
17162,Student_17162,8.67
17163,Student_17163,1.61
17164,Student_17164,4.63
17165,Student_17165,0.77
17166,Student_17166,9.94
17167,Student_17167,3.40
17168,Student_17168,4.58
17169,Student_17169,3.66
17170,Student_17170,2.55
17171,Student_17171,7.74
17172,Student_17172,2.30
17173,Student_17173,1.26
17174,Student_17174,8.46
17175,Student_17175,7.40
17176,Student_17176,2.59
17177,Student_17177,4.19
17178,Student_17178,3.55
17179,Student_17179,8.98
17180,Student_17180,3.59
17181,Student_17181,6.79
17182,Student_17182,7.25
17183,Student_17183,6.04
17184,Student_17184,8.96
17185,Student_17185,1.08
17186,Student_17186,8.75
17187,Student_17187,7.06
17188,Student_17188,3.21
17189,Student_17189,6.31
17190,Student_17190,1.71
17191,Student_17191,2.08
17192,Student_17192,1.89
17193,Student_17193,8.38
17194,Student_17194,2.70
17195,Student_17195,0.40
17196,Student_17196,9.84
17197,Student_17197,7.86
17198,Student_17198,0.35
17199,Student_17199,6.02
17200,Student_17200,5.86
17201,Student_17201,0.08
17202,Student_17202,1.38
17203,Student_17203,5.12
17204,Student_17204,4.28
17205,Student_17205,9.96
17206,Student_17206,1.13
17207,Student_17207,4.54
17208,Student_17208,7.79
17209,Student_17209,7.16
17210,Student_17210,4.70
17211,Student_17211,4.96
17212,Student_17212,4.41
17213,Student_17213,6.28
17214,Student_17214,6.56
17215,Student_17215,1.11
17216,Student_17216,2.86
17217,Student_17217,2.74
17218,Student_17218,3.79
17219,Student_17219,1.90
17220,Student_17220,7.87
17221,Student_17221,9.43
17222,Student_17222,7.69
17223,Student_17223,1.04
17224,Student_17224,1.12
17225,Student_17225,4.99
17226,Student_17226,9.76
17227,Student_17227,5.35
17228,Student_17228,7.40
17229,Student_17229,0.73
17230,Student_17230,9.40
17231,Student_17231,0.52
17232,Student_17232,4.20
17233,Student_17233,6.53
17234,Student_17234,7.48
17235,Student_17235,8.76
17236,Student_17236,8.27
17237,Student_17237,2.27
17238,Student_17238,3.11
17239,Student_17239,6.86
17240,Student_17240,3.23
17241,Student_17241,0.77
17242,Student_17242,1.10
17243,Student_17243,9.27
17244,Student_17244,9.59
17245,Student_17245,4.05
17246,Student_17246,8.67
17247,Student_17247,4.91
17248,Student_17248,5.61
17249,Student_17249,0.17
17250,Student_17250,8.30
17251,Student_17251,7.44
17252,Student_17252,3.38
17253,Student_17253,4.08
17254,Student_17254,4.09
17255,Student_17255,3.10
17256,Student_17256,8.01
17257,Student_17257,8.76
17258,Student_17258,6.68
17259,Student_17259,1.59
17260,Student_17260,6.36
17261,Student_17261,1.34
17262,Student_17262,0.31
17263,Student_17263,0.65
17264,Student_17264,7.68
17265,Student_17265,1.35
17266,Student_17266,8.66
17267,Student_17267,3.52
17268,Student_17268,9.38
17269,Student_17269,2.47
17270,Student_17270,8.48
17271,Student_17271,6.88
17272,Student_17272,2.27
17273,Student_17273,5.03
17274,Student_17274,1.05
17275,Student_17275,0.15
17276,Student_17276,8.46
17277,Student_17277,0.51
17278,Student_17278,8.66
17279,Student_17279,2.19
17280,Student_17280,0.60
17281,Student_17281,4.08
17282,Student_17282,1.83
17283,Student_17283,8.66
17284,Student_17284,9.66
17285,Student_17285,0.47
17286,Student_17286,2.43
17287,Student_17287,10.00
17288,Student_17288,3.78
17289,Student_17289,8.34
17290,Student_17290,9.05
17291,Student_17291,1.17
17292,Student_17292,7.37
17293,Student_17293,0.06
17294,Student_17294,6.38
17295,Student_17295,8.84
17296,Student_17296,5.91
17297,Student_17297,6.10
17298,Student_17298,6.44
17299,Student_17299,8.57
17300,Student_17300,1.48
17301,Student_17301,5.44
17302,Student_17302,0.04
17303,Student_17303,3.49
17304,Student_17304,8.78
17305,Student_17305,7.27
17306,Student_17306,6.25
17307,Student_17307,2.16
17308,Student_17308,4.89
17309,Student_17309,1.32
17310,Student_17310,9.73
17311,Student_17311,4.76
17312,Student_17312,3.28
17313,Student_17313,9.19
17314,Student_17314,1.99
17315,Student_17315,6.10
17316,Student_17316,6.58
17317,Student_17317,2.02
17318,Student_17318,9.24
17319,Student_17319,8.29
17320,Student_17320,3.06
17321,Student_17321,7.57
17322,Student_17322,3.07
17323,Student_17323,3.19
17324,Student_17324,9.46
17325,Student_17325,4.83
17326,Student_17326,9.32
17327,Student_17327,3.32
17328,Student_17328,2.71
17329,Student_17329,7.71
17330,Student_17330,8.89
17331,Student_17331,1.48
17332,Student_17332,4.43
17333,Student_17333,0.09
17334,Student_17334,0.63
17335,Student_17335,4.37
17336,Student_17336,3.59
17337,Student_17337,6.37
17338,Student_17338,2.01
17339,Student_17339,9.59
17340,Student_17340,3.99
17341,Student_17341,3.12
17342,Student_17342,9.08
17343,Student_17343,9.79
17344,Student_17344,5.29
17345,Student_17345,3.29
17346,Student_17346,8.65
17347,Student_17347,3.88
17348,Student_17348,9.06
17349,Student_17349,1.06
17350,Student_17350,7.93
17351,Student_17351,3.54
17352,Student_17352,9.74
17353,Student_17353,2.31
17354,Student_17354,0.42
17355,Student_17355,1.77
17356,Student_17356,2.74
17357,Student_17357,4.68
17358,Student_17358,8.73
17359,Student_17359,8.62
17360,Student_17360,7.90
17361,Student_17361,5.84
17362,Student_17362,2.60
17363,Student_17363,1.50
17364,Student_17364,3.35
17365,Student_17365,8.68
17366,Student_17366,1.76
17367,Student_17367,3.28
17368,Student_17368,6.04
17369,Student_17369,3.33
17370,Student_17370,2.95
17371,Student_17371,0.28
17372,Student_17372,6.98
17373,Student_17373,6.17
17374,Student_17374,7.25
17375,Student_17375,3.91
17376,Student_17376,10.00
17377,Student_17377,3.99
17378,Student_17378,0.00
17379,Student_17379,9.35
